ISOTime,Flow,Sal,Temp,TRACE_1,AGE,SS1,SS2,Oxy,Sil,Amm,Nit,N2O,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,DOCR,DONR,DOPR,CPOM,GRN,CRYTO,DIATOM,DINO,DINO_IN,BGA,BGA_RHO,CHAET,CHAET_IN,CHAET_IP,BIV
01/01/2016 00:00:00,0.002030,0.460747,18.607320,0.000000,0.000000,11.298170,1.255352,109.457336,233.386830,3.141466,9.424398,0.000000,1.878480,0.187848,298.379630,688.759259,14.136598,3.141466,0.843229,1.054036,2685.416667,32.985395,0.210807,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
02/01/2016 00:00:00,0.001986,0.458961,18.572709,0.000000,0.000000,11.306823,1.256314,109.724730,233.386830,3.150007,9.450020,0.000000,1.878987,0.187899,298.379630,688.759259,14.175030,3.150007,0.843457,1.054321,2685.416667,33.075069,0.210864,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
03/01/2016 00:00:00,0.001943,0.457175,18.538098,0.000000,0.000000,11.315475,1.257275,109.992124,233.386830,3.158580,9.475741,0.000000,1.879497,0.187950,298.379630,688.759259,14.213611,3.158580,0.843686,1.054607,2685.416667,33.165093,0.210921,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
04/01/2016 00:00:00,0.001902,0.455389,18.503487,0.000000,0.000000,11.324128,1.258236,110.259518,233.386830,3.167185,9.501556,0.000000,1.880009,0.188001,298.379630,688.759259,14.252334,3.167185,0.843915,1.054894,2685.416667,33.255445,0.210979,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
05/01/2016 00:00:00,0.001861,0.453603,18.468876,0.000000,0.000000,11.332781,1.259198,110.526912,233.386830,3.175821,9.527464,0.000000,1.880522,0.188052,298.379630,688.759259,14.291195,3.175821,0.844145,1.055182,2685.416667,33.346122,0.211036,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
06/01/2016 00:00:00,0.001822,0.451817,18.434265,0.000000,0.000000,11.341434,1.260159,110.794306,233.386830,3.184487,9.553462,0.000000,1.881037,0.188104,298.379630,688.759259,14.330194,3.184487,0.844376,1.055471,2685.416667,33.437119,0.211094,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
07/01/2016 00:00:00,0.001783,0.450031,18.399654,0.000000,0.000000,11.350086,1.261121,111.061700,233.386830,3.193183,9.579549,0.000000,1.881553,0.188155,298.379630,688.759259,14.369323,3.193183,0.844608,1.055760,2685.416667,33.528421,0.211152,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
08/01/2016 00:00:00,0.001746,0.448245,18.365043,0.000000,0.000000,11.358739,1.262082,111.329094,233.386830,3.201909,9.605727,0.000000,1.882073,0.188207,298.379630,688.759259,14.408590,3.201909,0.844842,1.056052,2685.416667,33.620044,0.211210,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
09/01/2016 00:00:00,0.003019,0.446459,18.330432,0.000000,0.000000,11.367392,1.263044,111.596488,233.386830,2.882374,8.647121,0.000000,1.863079,0.186308,298.379630,688.759259,12.970681,2.882374,0.836315,1.045394,2685.416667,30.264922,0.209079,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
10/01/2016 00:00:00,0.003231,0.444673,18.295821,0.000000,0.000000,11.376045,1.264005,111.863882,233.386830,2.845506,8.536518,0.000000,1.860886,0.186089,298.379630,688.759259,12.804777,2.845506,0.835331,1.044164,2685.416667,29.877813,0.208833,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
11/01/2016 00:00:00,0.002311,0.442887,18.261210,0.000000,0.000000,11.384697,1.264966,112.131275,233.386830,3.017407,9.052221,0.000000,1.871105,0.187111,298.379630,688.759259,13.578332,3.017407,0.839918,1.049898,2685.416667,31.682774,0.209980,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
12/01/2016 00:00:00,0.002869,0.441101,18.226599,0.000000,0.000000,11.393350,1.265928,112.398669,233.386830,2.897432,8.692295,0.000000,1.863974,0.186397,298.379630,688.759259,13.038442,2.897432,0.836717,1.045896,2685.416667,30.423032,0.209179,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
13/01/2016 00:00:00,0.002856,0.439315,18.191988,0.000000,0.000000,11.402003,1.266889,112.666063,233.386830,2.896403,8.689209,0.000000,1.863912,0.186391,298.379630,688.759259,13.033814,2.896403,0.836689,1.045862,2685.416667,30.412232,0.209172,68.875926,1.611111,2.470370,2.470370,2.470370,0.233054,1.074074,1000.000000,0.000000,0.000000,0.000000,0.000000
